key_disp,resp_disp,key_inp,trialOrderFile,im_name,Path,Path2,im_fName,im_model,im_emotion,im_percentEmo,im_block,im_rand,im_stimNo,key_correct,loop_checkKeyMap.thisRepN,loop_checkKeyMap.thisTrialN,loop_checkKeyMap.thisN,loop_checkKeyMap.thisIndex,loop_block.thisRepN,loop_block.thisTrialN,loop_block.thisN,loop_block.thisIndex,loop_trials.thisRepN,loop_trials.thisTrialN,loop_trials.thisN,loop_trials.thisIndex,time_expBegin,txt_checkFiles_start.started,txt_checkFiles_start.stopped,txt_checkFiles_end.started,txt_checkFiles_end.stopped,key_checkFilesCompleteAccept.keys,key_checkFilesCompleteAccept.rt,key_checkFilesCompleteAccept.started,key_checkFilesCompleteAccept.stopped,txt_resFileClashWarn.started,txt_resFileClashWarn.stopped,key_resp_resClash.keys,key_resp_resClash.started,key_resp_resClash.stopped,str_keyInst.started,str_keyInst.stopped,key_startTask.keys,key_startTask.rt,key_startTask.started,key_startTask.stopped,txt_checkKeyMap.started,txt_checkKeyMap.stopped,key_resp_checkKeyMap.keys,key_resp_checkKeyMap.rt,key_resp_checkKeyMap.started,key_resp_checkKeyMap.stopped,text_checkKeyMapComplete.started,text_checkKeyMapComplete.stopped,key_beginTrials.keys,key_beginTrials.rt,key_beginTrials.started,key_beginTrials.stopped,text_getReady.started,text_getReady.stopped,im_trialFace.started,im_trialFace.stopped,time_trialBegin,key_respTrial.keys,key_respTrial.corr,key_respTrial.rt,key_respTrial.started,key_respTrial.stopped,time_trialEnd,str_rest.started,str_rest.stopped,key_endRest.keys,key_endRest.rt,key_endRest.started,key_endRest.stopped,time_restBegin,time_restEnd,Study Code,Participant ID,Researcher Name,Task Version Number,Research Visit Number,date,expName,psychopyVersion,frameRate,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AM11_Neutral_Happy08.png,FacesImagesToUse/,AM11_Neutral_Happy08.png,FacesImagesToUse/AM11_Neutral_Happy08.png,AM05,happy,None,2,0.212853791,24,v,,,,,0,1,1,1,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.3795186000061,336.8789895999944,317.3035296999733,v,1,1.8118002999690361,336.3795186000061,None,319.13188069994794,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AF14_Neutral_Neutral11.png,FacesImagesToUse/,AF14_Neutral_Neutral11.png,FacesImagesToUse/AF14_Neutral_Neutral11.png,AM05,neutral,None,2,0.222809084,25,m,,,,,0,1,1,1,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.2465105000301,339.7459414000041,320.16968110000016,m,1,1.6318965000100434,339.2465105000301,None,321.8154646999901,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AM11_Neutral_Surprise03.png,FacesImagesToUse/,AM11_Neutral_Surprise03.png,FacesImagesToUse/AM11_Neutral_Surprise03.png,AM11,surprise,None,2,0.250566763,26,n,,,,,0,1,1,1,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.9295136000146,342.4291808999842,322.85399779997533,n,1,2.32790129998466,341.9295136000146,None,325.2001024999772,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AF01_Neutral_Happy03.png,FacesImagesToUse/,AF01_Neutral_Happy03.png,FacesImagesToUse/AF01_Neutral_Happy03.png,AM05,happy,None,2,0.252186473,27,v,,,,,0,1,1,1,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.3132171999896,345.8121931999922,326.23530319996644,v,1,1.8958913999958895,345.3132171999896,None,328.1484522999963,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AM13_Neutral_Happy06.png,FacesImagesToUse/,AM13_Neutral_Happy06.png,FacesImagesToUse/AM13_Neutral_Happy06.png,AF13,happy,None,2,0.256274518,28,v,,,,,0,1,1,1,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.2631859999965,348.76246709999396,329.1879560999805,v,1,1.581577900040429,348.2631859999965,None,330.781749399961,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AM11_Neutral_Surprise06.png,FacesImagesToUse/,AM11_Neutral_Surprise06.png,FacesImagesToUse/AM11_Neutral_Surprise06.png,AF01,surprise,None,2,0.260601342,29,n,,,,,0,1,1,1,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.8961229000124,351.39569330000086,331.8202759999549,n,1,1.4959230999811552,350.8961229000124,None,333.3315417999984,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AF01_Neutral_Surprise07.png,FacesImagesToUse/,AF01_Neutral_Surprise07.png,FacesImagesToUse/AF01_Neutral_Surprise07.png,AF01,surprise,None,2,0.278293803,30,n,,,,,0,1,1,1,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.4296405999921,353.92920429998776,334.36649970000144,n,1,4.396482500014827,353.4296405999921,None,338.76559429999907,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AF14_Neutral_Happy05.png,FacesImagesToUse/,AF14_Neutral_Happy05.png,FacesImagesToUse/AF14_Neutral_Happy05.png,AF01,happy,None,2,0.296824166,31,v,,,,,0,1,1,1,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.88202120002825,359.38285250001354,339.80494299996644,z,0,3.105343300034292,358.88202120002825,None,342.93405260000145,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AF01_Neutral_Disgust02.png,FacesImagesToUse/,AF01_Neutral_Disgust02.png,FacesImagesToUse/AF01_Neutral_Disgust02.png,AF01,disgust,None,2,0.31535903,32,x,,,,,0,1,1,1,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.0328617999912,363.5321838000091,343.9576356000034,m,0,1.3766453000134788,363.0328617999912,None,345.3513370999717,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AF14_Neutral_Fear09.png,FacesImagesToUse/,AF14_Neutral_Fear09.png,FacesImagesToUse/AF14_Neutral_Fear09.png,AF13,fear,None,2,0.318340283,33,c,,,,,0,1,1,1,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.4484443999827,365.9491747000138,346.38790689996677,c,1,2.749868599988986,365.4484443999827,None,349.1480742999702,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AM11_Neutral_Anger10.png,FacesImagesToUse/,AM11_Neutral_Anger10.png,FacesImagesToUse/AM11_Neutral_Anger10.png,AF13,anger,None,2,0.321480229,34,z,,,,,0,1,1,1,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.262325800024,369.7620462999912,350.18687629996566,z,1,1.1892219000146724,369.262325800024,None,351.39807830000063,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AM13_Neutral_Fear07.png,FacesImagesToUse/,AM13_Neutral_Fear07.png,FacesImagesToUse/AM13_Neutral_Fear07.png,AM11,fear,None,2,0.350381597,35,c,,,,,0,1,1,1,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.51284849998774,372.01197190000676,352.4368319999776,x,0,9.2843630000134,371.51284849998774,None,361.748679399956,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AF14_Neutral_Fear02.png,FacesImagesToUse/,AF14_Neutral_Fear02.png,FacesImagesToUse/AF14_Neutral_Fear02.png,AM11,fear,None,2,0.353839268,36,c,,,,,0,1,1,1,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.86237350001466,382.3627630000119,362.7860204000026,m,0,1.3759775000507943,381.86237350001466,None,364.18152299994836,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AF01_Neutral_Neutral11.png,FacesImagesToUse/,AF01_Neutral_Neutral11.png,FacesImagesToUse/AF01_Neutral_Neutral11.png,AM11,neutral,None,2,0.356410495,37,m,,,,,0,1,1,1,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.2790075999801,384.7786795999855,365.2157957999734,m,1,1.1228506999905221,384.2790075999801,None,366.34807189996354,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AF01_Neutral_Surprise02.png,FacesImagesToUse/,AF01_Neutral_Surprise02.png,FacesImagesToUse/AF01_Neutral_Surprise02.png,AF13,surprise,None,2,0.361481489,38,n,,,,,0,1,1,1,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.46226210001623,386.96195470000384,367.38750049995724,m,0,1.0506894999998622,386.46226210001623,None,368.4487204999896,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AM13_Neutral_Fear09.png,FacesImagesToUse/,AM13_Neutral_Fear09.png,FacesImagesToUse/AM13_Neutral_Fear09.png,AF01,fear,None,2,0.37393395,39,c,,,,,0,1,1,1,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.5620947999996,389.0616097000311,369.4886239999905,x,0,1.8318643000093289,388.5620947999996,None,371.33167039998807,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AM13_Neutral_Sad10.png,FacesImagesToUse/,AM13_Neutral_Sad10.png,FacesImagesToUse/AM13_Neutral_Sad10.png,AF13,sad,None,2,0.379078283,40,b,,,,,0,1,1,1,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.4456286000204,391.9462388000102,372.3698132999707,b,1,1.8756591000128537,391.4456286000204,None,374.26494109997293,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AF14_Neutral_Anger03.png,FacesImagesToUse/,AF14_Neutral_Anger03.png,FacesImagesToUse/AF14_Neutral_Anger03.png,AF13,anger,None,2,0.401759394,41,z,,,,,0,1,1,1,0,40,40,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.3787927000085,394.87852189998375,375.30515149998246,m,0,1.4731061999918893,394.3787927000085,None,376.7984459999716,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AM13_Neutral_Anger03.png,FacesImagesToUse/,AM13_Neutral_Anger03.png,FacesImagesToUse/AM13_Neutral_Anger03.png,AM11,anger,None,2,0.426367861,42,z,,,,,0,1,1,1,0,41,41,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.91228400002,397.41172040003585,377.83709049999015,m,0,2.593362600018736,396.91228400002,None,380.4476208999986,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AM13_Neutral_Disgust02.png,FacesImagesToUse/,AM13_Neutral_Disgust02.png,FacesImagesToUse/AM13_Neutral_Disgust02.png,AM11,disgust,None,2,0.444261181,43,x,,,,,0,1,1,1,0,42,42,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.5621200000169,401.0617365000071,381.4854334999691,m,0,1.044711800001096,400.5621200000169,None,382.54804949997924,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AF01_Neutral_Anger02.png,FacesImagesToUse/,AF01_Neutral_Anger02.png,FacesImagesToUse/AF01_Neutral_Anger02.png,AF13,anger,None,2,0.496592105,44,z,,,,,0,1,1,1,0,43,43,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.66199980000965,403.1618283999851,383.5872049999889,m,0,1.1020982000045478,402.66199980000965,None,384.7140408999985,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AF14_Neutral_Happy08.png,FacesImagesToUse/,AF14_Neutral_Happy08.png,FacesImagesToUse/AF14_Neutral_Happy08.png,AF01,happy,None,2,0.503288702,45,v,,,,,0,1,1,1,0,44,44,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.8288260999834,405.32824910001364,385.75124949996825,v,1,1.8749272999702953,404.8288260999834,None,387.8179818999488,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AM11_Neutral_Sad07.png,FacesImagesToUse/,AM11_Neutral_Sad07.png,FacesImagesToUse/AM11_Neutral_Sad07.png,AF01,sad,None,2,0.524404014,46,b,,,,,0,1,1,1,0,45,45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.92870859999675,408.42856139998185,388.8467503999709,b,1,2.984160599997267,407.92870859999675,None,391.84708819998195,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AF14_Neutral_Happy09.png,FacesImagesToUse/,AF14_Neutral_Happy09.png,FacesImagesToUse/AF14_Neutral_Happy09.png,AF13,happy,None,2,0.537234657,47,v,,,,,0,1,1,1,0,46,46,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.96179869998014,412.46164290001616,392.8848701999523,v,1,1.8797690999927,411.96179869998014,None,394.7812367999577,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AF01_Neutral_Sad07.png,FacesImagesToUse/,AF01_Neutral_Sad07.png,FacesImagesToUse/AF01_Neutral_Sad07.png,AM05,sad,None,2,0.542575293,48,b,,,,,0,1,1,1,0,47,47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.89540789998136,415.39498360001016,395.8193013999844,c,0,3.0341351999668404,414.89540789998136,None,398.86394729994936,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AM13_Neutral_Anger09.png,FacesImagesToUse/,AM13_Neutral_Anger09.png,FacesImagesToUse/AM13_Neutral_Anger09.png,AF13,anger,None,2,0.54695935,49,z,,,,,0,1,1,1,0,48,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.9787990000332,419.4783635000349,399.9022334999754,z,1,2.8480710000148974,418.9787990000332,None,402.94931179995183,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AM13_Neutral_Disgust03.png,FacesImagesToUse/,AM13_Neutral_Disgust03.png,FacesImagesToUse/AM13_Neutral_Disgust03.png,AF13,disgust,None,2,0.552125338,50,x,,,,,0,1,1,1,0,49,49,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.045377500006,423.5448280000128,403.9761953999987,m,0,1.1127598999883048,423.045377500006,None,405.0980315999477,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AF14_Neutral_Sad06.png,FacesImagesToUse/,AF14_Neutral_Sad06.png,FacesImagesToUse/AF14_Neutral_Sad06.png,AF01,sad,None,2,0.560904611,51,b,,,,,0,1,1,1,0,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.2118568000151,425.7112821000046,406.13753069995437,m,0,1.266771599999629,425.2118568000151,None,407.41455419996055,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AF14_Neutral_Happy04.png,FacesImagesToUse/,AF14_Neutral_Happy04.png,FacesImagesToUse/AF14_Neutral_Happy04.png,AM11,happy,None,2,0.580541679,52,v,,,,,0,1,1,1,0,51,51,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.52847419999307,428.0280441000359,408.45297479996225,v,1,3.904380299965851,427.52847419999307,None,412.38053189998027,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AM11_Neutral_Happy11.png,FacesImagesToUse/,AM11_Neutral_Happy11.png,FacesImagesToUse/AM11_Neutral_Happy11.png,AM05,happy,None,2,0.592465012,53,v,,,,,0,1,1,1,0,52,52,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.4783627000288,432.97796490002656,413.41564500000095,v,1,2.0030845000292175,432.4783627000288,None,415.43084389995784,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AF01_Neutral_Disgust05.png,FacesImagesToUse/,AF01_Neutral_Disgust05.png,FacesImagesToUse/AF01_Neutral_Disgust05.png,AM11,disgust,None,2,0.629060784,54,x,,,,,0,1,1,1,0,53,53,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.5452267000219,436.0446630999795,416.46954570000526,m,0,1.5393917000037618,435.5452267000219,None,418.0309158999589,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AF01_Neutral_Sad04.png,FacesImagesToUse/,AF01_Neutral_Sad04.png,FacesImagesToUse/AF01_Neutral_Sad04.png,AF13,sad,None,2,0.636105941,55,b,,,,,0,1,1,1,0,54,54,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438.12839899997925,438.62824039999396,419.05609299999196,m,0,1.141848100000061,438.12839899997925,None,420.21411010000156,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AM11_Neutral_Disgust09.png,FacesImagesToUse/,AM11_Neutral_Disgust09.png,FacesImagesToUse/AM11_Neutral_Disgust09.png,AF13,disgust,None,2,0.67914701,56,x,,,,,0,1,1,1,0,55,55,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.3282605999848,440.82793780002976,421.2525898999884,x,1,1.6805077000171877,440.3282605999848,None,422.9471626000013,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AF14_Neutral_Surprise05.png,FacesImagesToUse/,AF14_Neutral_Surprise05.png,FacesImagesToUse/AF14_Neutral_Surprise05.png,AM11,surprise,None,2,0.690129312,57,n,,,,,0,1,1,1,0,56,56,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.06160860002274,443.56071340001654,423.9869748999481,n,1,1.170176799991168,443.06160860002274,None,425.1803864999674,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AF01_Neutral_Anger07.png,FacesImagesToUse/,AF01_Neutral_Anger07.png,FacesImagesToUse/AF01_Neutral_Anger07.png,AM11,anger,None,2,0.701015054,58,z,,,,,0,1,1,1,0,57,57,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.2952104000142,445.7943785000243,426.2196363999974,z,1,2.387473399983719,445.2952104000142,None,428.6279776999727,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AF14_Neutral_Surprise06.png,FacesImagesToUse/,AF14_Neutral_Surprise06.png,FacesImagesToUse/AF14_Neutral_Surprise06.png,AF13,surprise,None,2,0.708579085,59,n,,,,,0,1,1,1,0,58,58,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448.7108287999872,449.2104271000135,429.64508190000197,n,1,1.194138499966357,448.7108287999872,None,430.84637389995623,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AM13_Neutral_Happy09.png,FacesImagesToUse/,AM13_Neutral_Happy09.png,FacesImagesToUse/AM13_Neutral_Happy09.png,AF01,happy,None,2,0.710725909,60,v,,,,,0,1,1,1,0,59,59,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.92830959998537,451.42775470000925,431.86588959995424,v,1,1.317395000020042,450.92830959998537,None,433.1802015999565,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AM11_Neutral_Surprise04.png,FacesImagesToUse/,AM11_Neutral_Surprise04.png,FacesImagesToUse/AM11_Neutral_Surprise04.png,AM05,surprise,None,2,0.711584346,61,n,,,,,0,1,1,1,0,60,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.2783749999944,453.77781549998326,434.20459139999,n,1,1.3159573000157252,453.2783749999944,None,435.52997199998936,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AM13_Neutral_Surprise11.png,FacesImagesToUse/,AM13_Neutral_Surprise11.png,FacesImagesToUse/AM13_Neutral_Surprise11.png,AM11,surprise,None,2,0.714795017,62,n,,,,,0,1,1,1,0,61,61,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.64491560001625,456.144650799979,436.56913209997583,n,1,1.0327736000181176,455.64491560001625,None,437.6142265999806,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,AM11_Neutral_Fear11.png,FacesImagesToUse/,AM11_Neutral_Fear11.png,FacesImagesToUse/AM11_Neutral_Fear11.png,AM05,fear,None,2,0.726260516,63,c,,,,,0,1,1,1,0,62,62,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.7283945999807,458.22779570001876,438.6527563999989,c,1,1.6987293000565842,457.7283945999807,None,440.3640674999915,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-2.xlsx,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.4440386000206,None,space,2.307162499986589,459.4440386000206,None,440.3643557999749,442.69769939995604,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-3.xlsx,AM11_Neutral_Fear10.png,FacesImagesToUse/,AM11_Neutral_Fear10.png,FacesImagesToUse/AM11_Neutral_Fear10.png,None,fear,100,3,0.001942487,1,c,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.77736659999937,None,464.8447343999869,465.3443943000166,445.76897380000446,c,1,3.0408988000126556,464.8447343999869,None,448.83113049995154,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-3.xlsx,AF14_Neutral_Sad11.png,FacesImagesToUse/,AF14_Neutral_Sad11.png,FacesImagesToUse/AF14_Neutral_Sad11.png,None,sad,80,3,0.008547033,2,b,,,,,0,2,2,2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.94467900000745,469.44425240001874,449.86998619994847,b,1,1.388118599948939,468.94467900000745,None,451.2800210999558,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-3.xlsx,AM11_Neutral_Sad06.png,FacesImagesToUse/,AM11_Neutral_Sad06.png,FacesImagesToUse/AM11_Neutral_Sad06.png,None,sad,50,3,0.021024518,3,b,,,,,0,2,2,2,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471.3948528000037,471.89437380002346,452.32003599999007,b,1,1.54878519999329,471.3948528000037,None,453.880508799979,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-3.xlsx,AF01_Neutral_Disgust06.png,FacesImagesToUse/,AF01_Neutral_Disgust06.png,FacesImagesToUse/AF01_Neutral_Disgust06.png,None,disgust,100,3,0.021693654,4,x,,,,,0,2,2,2,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.9944856999791,474.4941091000219,454.91821909998544,m,0,2.281708399998024,473.9944856999791,None,457.37876870000036,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-3.xlsx,AM13_Neutral_Surprise03.png,FacesImagesToUse/,AM13_Neutral_Surprise03.png,FacesImagesToUse/AM13_Neutral_Surprise03.png,None,surprise,50,3,0.029250319,5,n,,,,,0,2,2,2,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.4781363999937,477.9773392000352,458.40668809995987,n,1,2.708509099960793,477.4781363999937,None,461.13023979996797,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
,,,stimControl/trialOrder_ver-1_block-3.xlsx,AM11_Neutral_Disgust08.png,FacesImagesToUse/,AM11_Neutral_Disgust08.png,FacesImagesToUse/AM11_Neutral_Disgust08.png,None,disgust,50,3,0.038734473,6,x,,,,,0,2,2,2,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.2447253999999,481.7442719999817,462.16956309997477,x,1,2.128445999987889,481.2447253999999,None,464.3131633999874,,,,,,,,,1,1,1,1,1,2024_Aug_06_1032,FERT_140222,2021.2.3,60.0375955420383,
